Codename,Puzzle,Points
carr-lane-1-VelvetPrancer,dotogether-o,0
carr-lane-1-VelvetPrancer,dotogether-m,0
carr-lane-1-VelvetPrancer,dotogether-d,7
carr-lane-1-VelvetPrancer,dotogether-e,0
carr-lane-1-VelvetPrancer,dotogether-c,0
carr-lane-1-VelvetPrancer,dotogether-f,0
carr-lane-1-VelvetPrancer,dotogether-l,6
carr-lane-1-VelvetPrancer,dotogether-i,4
carr-lane-1-VelvetPrancer,dotogether-k,7
carr-lane-1-VelvetPrancer,dotogether-h,0
carr-lane-1-VelvetPrancer,repeat-gg,0
carr-lane-1-VelvetPrancer,repeat-ee,0
carr-lane-1-VelvetPrancer,repeat-e,0
carr-lane-1-VelvetPrancer,repeat-m,0
carr-lane-1-VelvetPrancer,repeat-b,0
carr-lane-1-VelvetPrancer,repeat-a,4
carr-lane-1-VelvetPrancer,repeat-cc,4
carr-lane-1-VelvetPrancer,repeat-hh,7
carr-lane-1-VelvetPrancer,repeat-c,0
carr-lane-1-VelvetPrancer,repeat-ff,0
carr-lane-1-VelvetPrancer,repeat-i,0
carr-lane-1-VelvetPrancer,repeat-n,9
carr-lane-1-VelvetPrancer,repeat-l,1
carr-lane-1-VelvetPrancer,repeat-w,3
carr-lane-1-VelvetPrancer,repeat-y,0
carr-lane-1-VelvetPrancer,repeat-r,8
carr-lane-1-VelvetPrancer,repeat-q,2
carr-lane-1-VelvetPrancer,repeat-z,0
carr-lane-1-VelvetPrancer,repeat-aa,8
carr-lane-1-VelvetPrancer,doinorder-a,0
carr-lane-1-VelvetPrancer,doinorder-k,0
carr-lane-1-VelvetPrancer,doinorder-f,0
carr-lane-1-VelvetPrancer,doinorder-n,1
carr-lane-1-VelvetPrancer,doinorder-l,4
carr-lane-1-VelvetPrancer,doinorder-w,0
carr-lane-1-VelvetPrancer,doinorder-g,0
carr-lane-1-WolfWoods,sequential-g,0
carr-lane-1-WolfWoods,sequential-c,0
carr-lane-1-WolfWoods,dotogether-a,0
carr-lane-1-WolfWoods,dotogether-b,0
carr-lane-1-WolfWoods,dotogether-m,4
carr-lane-1-WolfWoods,dotogether-n,5
carr-lane-1-WolfWoods,dotogether-o,6
carr-lane-1-WolfWoods,sequential-d,0
carr-lane-1-WolfWoods,dotogether-c,5
carr-lane-1-WolfWoods,dotogether-d,0
carr-lane-1-WolfWoods,dotogether-e,8
carr-lane-1-WolfWoods,dotogether-l,0
carr-lane-1-WolfWoods,dotogether-i,1
carr-lane-1-WolfWoods,dotogether-f,3
carr-lane-1-WolfWoods,dotogether-k,10
carr-lane-1-WolfWoods,dotogether-h,4
carr-lane-1-WolfWoods,repeat-e,0
carr-lane-1-WolfWoods,repeat-m,0
carr-lane-1-WolfWoods,repeat-f,0
carr-lane-1-WolfWoods,repeat-a,0
carr-lane-1-WolfWoods,repeat-g,0
carr-lane-1-WolfWoods,repeat-b,9
carr-lane-1-WolfWoods,repeat-gg,0
carr-lane-1-WolfWoods,repeat-cc,0
carr-lane-1-WolfWoods,repeat-ii,0
carr-lane-1-WolfWoods,repeat-c,0
carr-lane-1-WolfWoods,repeat-ff,5
carr-lane-1-WolfWoods,repeat-o,0
carr-lane-1-WolfWoods,repeat-j,0
carr-lane-1-WolfWoods,repeat-i,0
carr-lane-1-WolfWoods,repeat-n,0
carr-lane-1-WolfWoods,repeat-w,0
carr-lane-1-WolfWoods,repeat-l,0
carr-lane-1-WolfWoods,repeat-x,3
carr-lane-1-WolfWoods,repeat-q,0
carr-lane-1-WolfWoods,repeat-r,0
carr-lane-1-WolfWoods,repeat-y,0
carr-lane-1-WolfWoods,repeat-p,3
carr-lane-1-WolfWoods,repeat-z,0
carr-lane-1-WolfWoods,repeat-s,0
carr-lane-1-WolfWoods,repeat-aa,0
carr-lane-1-WolfWoods,doinorder-n,0
carr-lane-1-WolfWoods,doinorder-a,0
carr-lane-1-WolfWoods,doinorder-l,6
carr-lane-1-WolfWoods,doinorder-f,0
carr-lane-1-WolfWoods,doinorder-k,2
carr-lane-1-WolfWoods,doinorder-w,7
carr-lane-1-WolfWoods,doinorder-b,7
carr-lane-1-WolfWoods,doinorder-o,-1
carr-lane-1-WolfWoods,doinorder-s,6
carr-lane-1-WolfWoods,doinorder-y,0
carr-lane-1-WolfWoods,doinorder-r,9
carr-lane-1-WolfWoods,doinorder-z,2
carr-lane-2-BearSmasher,sequential-d,4
carr-lane-2-BearSmasher,sequential-c,6
carr-lane-2-BearSmasher,sequential-g,7
carr-lane-2-BearSmasher,dotogether-a,7
carr-lane-2-BearSmasher,dotogether-n,6
carr-lane-2-BearSmasher,dotogether-b,6
carr-lane-2-BearSmasher,dotogether-m,0
carr-lane-2-BearSmasher,dotogether-o,6
carr-lane-2-BearSmasher,dotogether-e,9
carr-lane-2-BearSmasher,dotogether-l,7
carr-lane-2-BearSmasher,dotogether-c,2
carr-lane-2-BearSmasher,dotogether-i,5
carr-lane-2-BearSmasher,dotogether-d,1
carr-lane-2-BearSmasher,dotogether-k,10
carr-lane-2-BearSmasher,dotogether-f,1
carr-lane-2-BearSmasher,dotogether-h,3
carr-lane-2-BearSmasher,repeat-ee,4
carr-lane-2-BearSmasher,repeat-m,7
carr-lane-2-BearSmasher,repeat-e,7
carr-lane-2-BearSmasher,repeat-f,5
carr-lane-2-BearSmasher,repeat-g,3
carr-lane-2-BearSmasher,repeat-b,10
carr-lane-2-BearSmasher,repeat-gg,4
carr-lane-2-BearSmasher,repeat-a,9
carr-lane-2-BearSmasher,repeat-dd,0
carr-lane-2-BearSmasher,repeat-ii,0
carr-lane-2-BearSmasher,repeat-c,6
carr-lane-2-BearSmasher,repeat-ff,0
carr-lane-2-BearSmasher,repeat-o,5
carr-lane-2-BoogiePugs,sequential-d,0
carr-lane-2-BoogiePugs,sequential-g,4
carr-lane-2-BoogiePugs,sequential-c,0
carr-lane-2-BoogiePugs,dotogether-a,0
carr-lane-2-BoogiePugs,dotogether-n,0
carr-lane-2-BoogiePugs,dotogether-b,5
carr-lane-2-BoogiePugs,dotogether-m,4
carr-lane-2-BoogiePugs,dotogether-o,1
carr-lane-2-BoogiePugs,dotogether-d,4
carr-lane-2-BoogiePugs,dotogether-c,4
carr-lane-2-BoogiePugs,dotogether-e,5
carr-lane-2-BoogiePugs,dotogether-l,0
carr-lane-2-BoogiePugs,dotogether-f,4
carr-lane-2-BoogiePugs,dotogether-i,5
carr-lane-2-BoogiePugs,dotogether-k,10
carr-lane-2-BoogiePugs,dotogether-j,7
carr-lane-2-BoogiePugs,dotogether-g,0
carr-lane-2-BoogiePugs,dotogether-h,11
carr-lane-2-BoogiePugs,repeat-ee,0
carr-lane-2-BoogiePugs,repeat-gg,1
carr-lane-2-BoogiePugs,repeat-f,2
carr-lane-2-BoogiePugs,repeat-m,0
carr-lane-2-BoogiePugs,repeat-e,0
carr-lane-2-BoogiePugs,repeat-b,6
carr-lane-2-BoogiePugs,repeat-g,0
carr-lane-2-BoogiePugs,repeat-a,0
carr-lane-2-BoogiePugs,repeat-cc,0
carr-lane-2-BoogiePugs,repeat-dd,0
carr-lane-2-BoogiePugs,repeat-c,2
carr-lane-2-BoogiePugs,repeat-ii,0
carr-lane-2-BoogiePugs,repeat-hh,0
carr-lane-2-BoogiePugs,repeat-ff,0
carr-lane-2-BoogiePugs,repeat-o,10
carr-lane-2-BoogiePugs,repeat-j,4
carr-lane-2-BoogiePugs,repeat-i,3
carr-lane-2-BoogiePugs,repeat-n,6
carr-lane-2-BoogiePugs,repeat-l,0
carr-lane-2-BoogiePugs,repeat-x,0
carr-lane-2-BoogiePugs,repeat-w,0
carr-lane-2-BoogiePugs,repeat-q,2
carr-lane-2-BoogiePugs,repeat-p,6
carr-lane-2-BoogiePugs,repeat-y,1
carr-lane-2-BoogiePugs,repeat-r,0
carr-lane-2-BoogiePugs,repeat-z,1
carr-lane-2-BoogiePugs,repeat-s,10
carr-lane-2-BoogiePugs,repeat-aa,1
carr-lane-2-CaptainAmazing,sequential-d,0
carr-lane-2-CaptainAmazing,sequential-g,7
carr-lane-2-CaptainAmazing,dotogether-a,1
carr-lane-2-CaptainAmazing,dotogether-b,5
carr-lane-2-CaptainAmazing,dotogether-m,0
carr-lane-2-CaptainAmazing,dotogether-n,0
carr-lane-2-CaptainAmazing,dotogether-e,8
carr-lane-2-CaptainAmazing,dotogether-c,5
carr-lane-2-CaptainAmazing,dotogether-i,1
carr-lane-2-CaptainAmazing,dotogether-l,0
carr-lane-2-CaptainAmazing,dotogether-j,11
carr-lane-2-CaptainAmazing,dotogether-k,10
carr-lane-2-CaptainAmazing,dotogether-h,1
carr-lane-2-CaptainAmazing,repeat-gg,7
carr-lane-2-CaptainAmazing,repeat-e,4
carr-lane-2-CaptainAmazing,repeat-m,0
carr-lane-2-CaptainAmazing,repeat-a,9
carr-lane-2-CaptainAmazing,repeat-b,2
carr-lane-2-CaptainAmazing,repeat-cc,0
carr-lane-2-CaptainAmazing,repeat-hh,0
carr-lane-2-CaptainAmazing,repeat-c,0
carr-lane-2-CaptainAmazing,repeat-ii,0
carr-lane-2-CaptainAmazing,repeat-ee,0
carr-lane-2-CaptainAmazing,repeat-f,0
carr-lane-2-CaptainAmazing,repeat-ff,4
carr-lane-2-CaptainAmazing,repeat-i,8
carr-lane-2-CaptainAmazing,repeat-j,0
carr-lane-2-CaptainAmazing,repeat-o,0
carr-lane-2-CaptainAmazing,repeat-w,0
carr-lane-2-CaptainAmazing,repeat-w,0
carr-lane-2-CaptainAmazing,repeat-l,1
carr-lane-2-CaptainAmazing,repeat-x,1
carr-lane-2-CaptainAmazing,repeat-p,5
carr-lane-2-CaptainAmazing,repeat-r,5
carr-lane-2-CaptainAmazing,repeat-z,0
carr-lane-2-CaptainAmazing,repeat-s,3
carr-lane-2-CaptainAmazing,repeat-aa,10
carr-lane-2-CaptainAmazing,doinorder-a,1
carr-lane-2-CaptainAmazing,doinorder-k,0
carr-lane-2-CaptainAmazing,doinorder-f,0
carr-lane-2-CaptainAmazing,doinorder-w,0
carr-lane-2-CaptainAmazing,doinorder-b,1
carr-lane-2-CaptainAmazing,doinorder-o,-5
carr-lane-2-CaptainAmazing,doinorder-g,0
carr-lane-2-CaptainAmazing,doinorder-x,3
carr-lane-2-CaptainAmazing,doinorder-q,4
carr-lane-2-CaptainAmazing,doinorder-r,5
carr-lane-2-DoubleTrouble,sequential-d,4
carr-lane-2-DoubleTrouble,sequential-g,3
carr-lane-2-DoubleTrouble,dotogether-a,0
carr-lane-2-DoubleTrouble,dotogether-b,6
carr-lane-2-DoubleTrouble,dotogether-m,0
carr-lane-2-DoubleTrouble,dotogether-n,6
carr-lane-2-DoubleTrouble,dotogether-e,8
carr-lane-2-DoubleTrouble,dotogether-d,0
carr-lane-2-DoubleTrouble,dotogether-i,9
carr-lane-2-DoubleTrouble,dotogether-c,-1
carr-lane-2-DoubleTrouble,dotogether-l,0
carr-lane-2-DoubleTrouble,dotogether-f,5
carr-lane-2-DoubleTrouble,dotogether-o,5
carr-lane-2-DoubleTrouble,dotogether-g,9
carr-lane-2-DoubleTrouble,dotogether-k,9
carr-lane-2-DoubleTrouble,dotogether-j,2
carr-lane-2-DoubleTrouble,sequential-c,0
carr-lane-2-DoubleTrouble,dotogether-h,7
carr-lane-2-DoubleTrouble,repeat-gg,1
carr-lane-2-DoubleTrouble,repeat-f,0
carr-lane-2-DoubleTrouble,repeat-m,7
carr-lane-2-DoubleTrouble,repeat-a,4
carr-lane-2-DoubleTrouble,repeat-g,1
carr-lane-2-DoubleTrouble,repeat-ee,0
carr-lane-2-DoubleTrouble,repeat-e,0
carr-lane-2-DoubleTrouble,repeat-cc,5
carr-lane-2-DoubleTrouble,repeat-dd,1
carr-lane-2-DoubleTrouble,repeat-ii,4
carr-lane-2-DoubleTrouble,repeat-ff,0
carr-lane-2-DoubleTrouble,repeat-i,1
carr-lane-2-DoubleTrouble,repeat-i,1
carr-lane-2-DoubleTrouble,repeat-n,1
carr-lane-2-DoubleTrouble,repeat-l,0
carr-lane-2-DoubleTrouble,repeat-w,0
carr-lane-2-DoubleTrouble,repeat-q,5
carr-lane-2-DoubleTrouble,repeat-p,6
carr-lane-2-DoubleTrouble,repeat-r,0
carr-lane-2-DoubleTrouble,repeat-z,12
carr-lane-2-DoubleTrouble,repeat-aa,5
carr-lane-2-DoubleTrouble,doinorder-a,4
carr-lane-2-DubbyFlutters,sequential-g,4
carr-lane-2-DubbyFlutters,sequential-c,2
carr-lane-2-DubbyFlutters,dotogether-a,8
carr-lane-2-DubbyFlutters,sequential-d,5
carr-lane-2-DubbyFlutters,dotogether-d,3
carr-lane-2-DubbyFlutters,dotogether-c,5
carr-lane-2-DubbyFlutters,dotogether-i,4
carr-lane-2-DubbyFlutters,dotogether-f,7
carr-lane-2-DubbyFlutters,dotogether-k,9
carr-lane-2-DubbyFlutters,dotogether-j,7
carr-lane-2-DuckyManiac,sequential-d,2
carr-lane-2-DuckyManiac,sequential-c,4
carr-lane-2-DuckyManiac,dotogether-a,0
carr-lane-2-DuckyManiac,sequential-g,0
carr-lane-2-DuckyManiac,dotogether-b,6
carr-lane-2-DuckyManiac,dotogether-m,7
carr-lane-2-DuckyManiac,dotogether-n,0
carr-lane-2-DuckyManiac,dotogether-o,0
carr-lane-2-DuckyManiac,dotogether-e,0
carr-lane-2-DuckyManiac,dotogether-d,0
carr-lane-2-DuckyManiac,dotogether-c,5
carr-lane-2-DuckyManiac,dotogether-l,0
carr-lane-2-DuckyManiac,dotogether-f,4
carr-lane-2-DuckyManiac,dotogether-j,0
carr-lane-2-DuckyManiac,dotogether-g,-1
carr-lane-2-DuckyManiac,dotogether-i,0
carr-lane-2-DuckyManiac,repeat-gg,3
carr-lane-2-DuckyManiac,repeat-e,0
carr-lane-2-FlashThunder,sequential-c,0
carr-lane-2-FlashThunder,sequential-d,0
carr-lane-2-FlashThunder,dotogether-a,0
carr-lane-2-FlashThunder,dotogether-b,0
carr-lane-2-FlashThunder,sequential-g,0
carr-lane-2-FlashThunder,dotogether-o,2
carr-lane-2-FlashThunder,dotogether-m,0
carr-lane-2-FlashThunder,dotogether-n,0
carr-lane-2-FlashThunder,dotogether-e,5
carr-lane-2-FlashThunder,dotogether-d,4
carr-lane-2-FlashThunder,dotogether-l,6
carr-lane-2-FlashThunder,dotogether-c,0
carr-lane-2-FlashThunder,dotogether-f,0
carr-lane-2-FlashThunder,dotogether-j,0
carr-lane-2-FlashThunder,dotogether-i,6
carr-lane-2-FlashThunder,dotogether-g,9
carr-lane-2-FlashThunder,dotogether-k,9
carr-lane-2-FlashThunder,dotogether-h,0
carr-lane-2-FlashThunder,repeat-e,0
carr-lane-2-FlashThunder,repeat-ee,0
carr-lane-2-FlashThunder,repeat-gg,0
carr-lane-2-FlashThunder,repeat-m,0
carr-lane-2-FlashThunder,repeat-f,0
carr-lane-2-FlashThunder,repeat-a,0
carr-lane-2-FlashThunder,repeat-b,3
carr-lane-2-FlashThunder,repeat-g,0
carr-lane-2-FlashThunder,repeat-dd,0
carr-lane-2-FlashThunder,repeat-cc,0
carr-lane-2-FlashThunder,repeat-hh,7
carr-lane-2-FlashThunder,repeat-ii,0
carr-lane-2-FlashThunder,repeat-c,0
carr-lane-2-FlashThunder,repeat-ff,5
carr-lane-2-FlashThunder,repeat-o,0
carr-lane-2-FlashThunder,repeat-n,0
carr-lane-2-FlashThunder,repeat-i,0
carr-lane-2-FlashThunder,repeat-j,4
carr-lane-2-FlashThunder,repeat-x,10
carr-lane-2-FlashThunder,repeat-l,0
carr-lane-2-FlashThunder,repeat-w,0
carr-lane-2-FlashThunder,repeat-q,0
carr-lane-2-FlashThunder,repeat-p,0
carr-lane-2-FlashThunder,repeat-y,0
carr-lane-2-FlashThunder,repeat-s,7
carr-lane-2-FlashThunder,repeat-z,11
carr-lane-2-FlashThunder,repeat-aa,11
carr-lane-2-FlashThunder,doinorder-n,1
carr-lane-2-FlashThunder,doinorder-k,6
carr-lane-2-FlashThunder,doinorder-f,0
carr-lane-2-FlashThunder,doinorder-g,0
carr-lane-2-FlashThunder,doinorder-b,12
carr-lane-2-MadPuppy,sequential-c,0
carr-lane-2-MadPuppy,sequential-d,1
carr-lane-2-MadPuppy,sequential-g,0
carr-lane-2-MadPuppy,dotogether-a,0
carr-lane-2-MadPuppy,dotogether-m,0
carr-lane-2-MadPuppy,dotogether-b,0
carr-lane-2-MadPuppy,dotogether-o,-1
carr-lane-2-MadPuppy,dotogether-d,0
carr-lane-2-MadPuppy,dotogether-c,-7
carr-lane-2-MadPuppy,dotogether-e,3
carr-lane-2-MadPuppy,dotogether-l,0
carr-lane-2-MadPuppy,dotogether-f,0
carr-lane-2-MadPuppy,dotogether-i,6
carr-lane-2-MadPuppy,dotogether-g,0
carr-lane-2-MadPuppy,dotogether-j,11
carr-lane-2-MadPuppy,dotogether-n,1
carr-lane-2-MadPuppy,dotogether-k,9
carr-lane-2-MadPuppy,dotogether-h,3
carr-lane-2-MadPuppy,repeat-ee,0
carr-lane-2-MadPuppy,repeat-gg,6
carr-lane-2-MadPuppy,repeat-f,5
carr-lane-2-MadPuppy,repeat-e,0
carr-lane-2-MadPuppy,repeat-b,9
carr-lane-2-MadPuppy,repeat-g,-1
carr-lane-2-MadPuppy,repeat-a,1
carr-lane-2-MadPuppy,repeat-m,6
carr-lane-2-MadPuppy,repeat-ii,5
carr-lane-2-MadPuppy,repeat-cc,5
carr-lane-2-MadPuppy,repeat-ff,4
carr-lane-2-MadPuppy,repeat-o,10
carr-lane-2-MadPuppy,repeat-i,6
carr-lane-2-MadPuppy,repeat-j,5
carr-lane-2-MadPuppy,repeat-x,0
carr-lane-2-MadPuppy,repeat-n,8
carr-lane-2-MadPuppy,repeat-w,-1
carr-lane-2-MadPuppy,repeat-r,0
carr-lane-2-MadPuppy,repeat-q,-2
carr-lane-2-MadPuppy,repeat-l,4
carr-lane-2-MadPuppy,repeat-y,3
carr-lane-2-MadPuppy,repeat-s,9
carr-lane-2-MadPuppy,repeat-aa,2
carr-lane-2-MadPuppy,doinorder-a,8
carr-lane-2-MadPuppy,doinorder-k,0
carr-lane-2-MadPuppy,doinorder-f,0
carr-lane-2-MadPuppy,doinorder-w,10
carr-lane-2-MadPuppy,doinorder-l,0
carr-lane-2-MadPuppy,doinorder-n,0
carr-lane-2-MagicaCyclone,sequential-d,6
carr-lane-2-MagicaCyclone,dotogether-b,0
carr-lane-2-MagicaCyclone,sequential-g,4
carr-lane-2-MagicaCyclone,dotogether-a,7
carr-lane-2-MagicaCyclone,dotogether-m,4
carr-lane-2-MagicaCyclone,dotogether-n,6
carr-lane-2-MagicaCyclone,dotogether-e,3
carr-lane-2-MagicaCyclone,dotogether-d,8
carr-lane-2-MagicaCyclone,dotogether-c,3
carr-lane-2-MagicaCyclone,dotogether-l,6
carr-lane-2-MagicaCyclone,dotogether-f,7
carr-lane-2-MagicaCyclone,dotogether-i,1
carr-lane-2-MagicaCyclone,dotogether-k,9
carr-lane-2-MagicaCyclone,dotogether-h,11
carr-lane-2-MagicaCyclone,repeat-e,3
carr-lane-2-MagicaCyclone,repeat-gg,0
carr-lane-2-MagicaCyclone,repeat-f,4
carr-lane-2-MagicaCyclone,repeat-m,0
carr-lane-2-MagicaCyclone,repeat-b,5
carr-lane-2-MagicaCyclone,repeat-g,1
carr-lane-2-MagicaCyclone,repeat-a,0
carr-lane-2-MagicaCyclone,repeat-ee,0
carr-lane-2-MagicaCyclone,repeat-cc,0
carr-lane-2-MagicaCyclone,repeat-ii,0
carr-lane-2-MagicaCyclone,repeat-dd,0
carr-lane-2-MagicaCyclone,repeat-c,0
carr-lane-2-MagicaCyclone,repeat-hh,2
carr-lane-2-MagicaCyclone,repeat-ff,0
carr-lane-2-MagicaCyclone,repeat-j,0
carr-lane-2-MagicaCyclone,repeat-n,4
carr-lane-2-MagicaCyclone,repeat-w,0
carr-lane-2-MagicaCyclone,repeat-x,0
carr-lane-2-MagicaCyclone,repeat-p,0
carr-lane-2-MagicaCyclone,repeat-r,1
carr-lane-2-MagicaCyclone,repeat-q,2
carr-lane-2-MagicaCyclone,repeat-z,11
carr-lane-2-MagicaCyclone,repeat-s,12
carr-lane-2-MagicaCyclone,repeat-i,6
carr-lane-2-MagicaCyclone,repeat-o,0
carr-lane-2-MagicaCyclone,repeat-aa,0
carr-lane-2-MagicaCyclone,doinorder-a,5
carr-lane-2-MagicaCyclone,doinorder-k,8
carr-lane-2-MagicaCyclone,doinorder-f,9
carr-lane-2-MagicaCyclone,doinorder-w,-2
carr-lane-2-MagicaCyclone,doinorder-b,7
carr-lane-2-MagicaCyclone,doinorder-l,9
carr-lane-2-MagicaCyclone,doinorder-g,0
carr-lane-2-MagicaCyclone,doinorder-n,0
carr-lane-2-MicroDragon,sequential-d,3
carr-lane-2-MicroDragon,sequential-g,7
carr-lane-2-MicroDragon,sequential-c,3
carr-lane-2-MicroDragon,dotogether-b,6
carr-lane-2-MicroDragon,dotogether-m,0
carr-lane-2-MicroDragon,dotogether-o,0
carr-lane-2-MicroDragon,dotogether-n,6
carr-lane-2-MicroDragon,dotogether-a,8
carr-lane-2-MicroDragon,dotogether-d,7
carr-lane-2-MicroDragon,dotogether-e,6
carr-lane-2-MicroDragon,dotogether-f,7
carr-lane-2-MicroDragon,dotogether-i,10
carr-lane-2-MicroDragon,dotogether-k,1
carr-lane-2-MicroDragon,repeat-ee,0
carr-lane-2-MicroDragon,repeat-m,4
carr-lane-2-MicroDragon,repeat-f,5
carr-lane-2-MicroDragon,repeat-e,0
carr-lane-2-MicroDragon,repeat-gg,0
carr-lane-2-MicroDragon,repeat-b,10
carr-lane-2-MicroDragon,repeat-g,2
carr-lane-2-MicroDragon,repeat-a,1
carr-lane-2-MicroDragon,repeat-cc,0
carr-lane-2-MicroDragon,repeat-hh,0
carr-lane-2-MicroDragon,repeat-ii,5
carr-lane-2-MicroDragon,repeat-ff,0
carr-lane-2-RoseySheep,sequential-c,0
carr-lane-2-RoseySheep,dotogether-b,0
carr-lane-2-RoseySheep,dotogether-o,0
carr-lane-2-RoseySheep,sequential-d,1
carr-lane-2-RoseySheep,dotogether-a,6
carr-lane-2-RoseySheep,dotogether-m,0
carr-lane-2-RoseySheep,sequential-g,2
carr-lane-2-RoseySheep,dotogether-n,0
carr-lane-2-RoseySheep,dotogether-c,5
carr-lane-2-RoseySheep,dotogether-d,4
carr-lane-2-RoseySheep,dotogether-i,6
carr-lane-2-RoseySheep,dotogether-l,4
carr-lane-2-RoseySheep,dotogether-f,8
carr-lane-2-RoseySheep,dotogether-e,5
carr-lane-2-RoseySheep,dotogether-k,4
carr-lane-2-RoseySheep,dotogether-g,9
carr-lane-2-RoseySheep,dotogether-j,11
carr-lane-2-RoseySheep,dotogether-h,5
carr-lane-2-RoseySheep,repeat-ee,0
carr-lane-2-RoseySheep,repeat-gg,0
carr-lane-2-RoseySheep,repeat-m,0
carr-lane-2-RoseySheep,repeat-a,7
carr-lane-2-RoseySheep,repeat-e,1
carr-lane-2-RoseySheep,repeat-b,0
carr-lane-2-RoseySheep,repeat-cc,3
carr-lane-2-RoseySheep,repeat-g,0
carr-lane-2-RoseySheep,repeat-dd,4
carr-lane-2-RoseySheep,repeat-c,8
carr-lane-2-RoseySheep,repeat-hh,5
carr-lane-2-RoseySheep,repeat-f,3
carr-lane-2-RoseySheep,repeat-ii,0
carr-lane-2-RoseySheep,repeat-ff,4
carr-lane-2-RoseySheep,repeat-j,0
carr-lane-2-RoseySheep,repeat-i,4
carr-lane-2-RoseySheep,repeat-o,0
carr-lane-2-RoseySheep,repeat-w,3
carr-lane-2-RoseySheep,repeat-n,1
carr-lane-2-RoseySheep,repeat-x,-1
carr-lane-2-RoseySheep,repeat-l,6
carr-lane-2-RoseySheep,repeat-r,0
carr-lane-2-RoseySheep,repeat-p,11
carr-lane-2-RoseySheep,repeat-z,13
carr-lane-2-RoseySheep,repeat-aa,0
carr-lane-2-RoseySheep,doinorder-l,9
carr-lane-2-RoseySheep,doinorder-f,1
carr-lane-2-RoseySheep,doinorder-a,0
carr-lane-2-RoseySheep,doinorder-n,3
carr-lane-2-RoseySheep,doinorder-k,8
carr-lane-2-RoseySheep,doinorder-b,5
carr-lane-2-RoseySheep,doinorder-w,6
carr-lane-2-RoseySheep,doinorder-x,-1
carr-lane-2-RoseySheep,doinorder-d,0
carr-lane-2-RoseySheep,doinorder-p,0
carr-lane-2-RoseySheep,doinorder-g,0
carr-lane-2-ShyLion,sequential-d,3
carr-lane-2-ShyLion,dotogether-m,3
carr-lane-2-ShyLion,sequential-g,0
carr-lane-2-ShyLion,dotogether-a,0
carr-lane-2-ShyLion,sequential-c,2
carr-lane-2-ShyLion,dotogether-n,0
carr-lane-2-ShyLion,dotogether-o,0
carr-lane-2-ShyLion,dotogether-c,5
carr-lane-2-ShyLion,dotogether-b,4
carr-lane-2-ShyLion,dotogether-l,0
carr-lane-2-ShyLion,dotogether-k,6
carr-lane-2-ShyLion,dotogether-e,7
carr-lane-2-ShyLion,dotogether-h,7
carr-lane-2-ShyLion,repeat-gg,2
carr-lane-2-ShyLion,repeat-e,0
carr-lane-2-ShyLion,repeat-ee,0
carr-lane-2-ShyLion,repeat-f,0
carr-lane-2-ShyLion,repeat-b,7
carr-lane-2-ShyLion,repeat-g,3
carr-lane-2-ShyLion,repeat-a,0
carr-lane-2-ShyLion,repeat-cc,0
carr-lane-2-ShyLion,repeat-hh,5
carr-lane-2-ShyLion,repeat-ii,0
carr-lane-2-ShyLion,repeat-c,5
carr-lane-2-ShyLion,repeat-dd,-1
carr-lane-2-ShyLion,repeat-ff,4
carr-lane-2-ShyLion,repeat-i,0
carr-lane-2-ShyLion,repeat-j,2
carr-lane-2-ShyLion,repeat-o,0
carr-lane-2-ShyLion,repeat-x,0
carr-lane-2-ShyLion,repeat-q,0
carr-lane-2-ShyLion,repeat-n,0
carr-lane-2-ShyLion,repeat-l,4
carr-lane-2-ShyLion,repeat-y,3
carr-lane-2-ShyLion,repeat-p,11
carr-lane-2-ShyLion,repeat-r,9
carr-lane-2-ShyLion,repeat-w,4
carr-lane-2-ShyLion,repeat-aa,7
carr-lane-2-ShyLion,doinorder-l,5
carr-lane-2-ShyLion,doinorder-f,0
carr-lane-2-ShyLion,doinorder-a,8
carr-lane-2-ShyLion,doinorder-k,0
carr-lane-2-ShyLion,doinorder-w,7
carr-lane-2-ShyLion,doinorder-b,-4
carr-lane-2-ShyLion,doinorder-g,0
carr-lane-2-TwinkleStorm,sequential-d,4
carr-lane-2-TwinkleStorm,sequential-g,6
carr-lane-2-TwinkleStorm,dotogether-a,0
carr-lane-2-TwinkleStorm,dotogether-b,0
carr-lane-2-TwinkleStorm,dotogether-o,0
carr-lane-2-TwinkleStorm,sequential-c,3
carr-lane-2-TwinkleStorm,dotogether-e,9
carr-lane-2-TwinkleStorm,dotogether-d,4
carr-lane-2-TwinkleStorm,dotogether-m,8
carr-lane-2-TwinkleStorm,dotogether-n,0
carr-lane-2-TwinkleStorm,dotogether-c,2
carr-lane-2-TwinkleStorm,dotogether-f,4
carr-lane-2-TwinkleStorm,dotogether-l,0
carr-lane-2-TwinkleStorm,dotogether-j,0
carr-lane-2-TwinkleStorm,dotogether-g,6
carr-lane-2-TwinkleStorm,dotogether-h,6
carr-lane-2-TwinkleStorm,repeat-ee,0
carr-lane-2-TwinkleStorm,repeat-m,0
carr-lane-2-TwinkleStorm,repeat-f,5
carr-lane-2-TwinkleStorm,repeat-e,3
carr-lane-2-TwinkleStorm,repeat-gg,5
carr-lane-2-TwinkleStorm,repeat-b,8
carr-lane-2-TwinkleStorm,repeat-dd,4
carr-lane-2-TwinkleStorm,repeat-cc,0
carr-lane-2-TwinkleStorm,repeat-g,4
